user,file_name,num_frames,num_landmarks,num_coordinates
0ca7288b551d6863ade0cca0248bbcbe6e600fe0,0ca7288b551d6863ade0cca0248bbcbe6e600fe0_inquietanti_7de7110e-8b3d-47a0-8247-e3caf4f3fbd9.jpg_9_4_4_3.npy,51,478,3
0ca7288b551d6863ade0cca0248bbcbe6e600fe0,0ca7288b551d6863ade0cca0248bbcbe6e600fe0_inquietanti_87a26e34-1371-4b9c-a27b-aecf5880f9d8.jpg_7_3_3_3.npy,66,478,3
0ca7288b551d6863ade0cca0248bbcbe6e600fe0,0ca7288b551d6863ade0cca0248bbcbe6e600fe0_inquietanti_8ae7ee50-92b1-410e-bbbe-1449cb685a7a.jpg_8_3_2_2.npy,60,478,3
0ca7288b551d6863ade0cca0248bbcbe6e600fe0,0ca7288b551d6863ade0cca0248bbcbe6e600fe0_inquietanti_8cbec4a7-af8a-4fb9-9a6b-804538ebf16b.jpg_6_3_3_1.npy,118,478,3
0ca7288b551d6863ade0cca0248bbcbe6e600fe0,0ca7288b551d6863ade0cca0248bbcbe6e600fe0_inquietanti_9340b93b-b399-47f4-97aa-4edbf6a9d45c.jpg_7_1_3_2.npy,96,478,3
0ca7288b551d6863ade0cca0248bbcbe6e600fe0,0ca7288b551d6863ade0cca0248bbcbe6e600fe0_inquietanti_93bad639-314f-4d2e-9f25-3430312e6da7.jpg_8_2_4_1.npy,77,478,3
0ca7288b551d6863ade0cca0248bbcbe6e600fe0,0ca7288b551d6863ade0cca0248bbcbe6e600fe0_inquietanti_a235a9db-1374-433c-86fd-e588b42c7ec4.jpg_1_1_1_1.npy,50,478,3
0ca7288b551d6863ade0cca0248bbcbe6e600fe0,0ca7288b551d6863ade0cca0248bbcbe6e600fe0_inquietanti_a26925e4-4a59-4adb-985b-fbadd8eae642.jpg_2_6_3_2.npy,53,478,3
0ca7288b551d6863ade0cca0248bbcbe6e600fe0,0ca7288b551d6863ade0cca0248bbcbe6e600fe0_inquietanti_a320e4fb-7360-4dab-bb3b-8dc797d902c8.jpg_8_1_2_1.npy,56,478,3
0ca7288b551d6863ade0cca0248bbcbe6e600fe0,0ca7288b551d6863ade0cca0248bbcbe6e600fe0_inquietanti_aa3d8e9f-7c1a-4a0e-be47-4a9766592c15.jpg_6_3_3_2.npy,115,478,3
0ca7288b551d6863ade0cca0248bbcbe6e600fe0,0ca7288b551d6863ade0cca0248bbcbe6e600fe0_inquietanti_aa5782ae-4e73-4ebf-8448-617a9f511888.jpg_5_3_2_1.npy,50,478,3
0ca7288b551d6863ade0cca0248bbcbe6e600fe0,0ca7288b551d6863ade0cca0248bbcbe6e600fe0_inquietanti_b7101749-60cb-4dd1-9f5b-ab457ee627c7.jpg_9_2_4_1.npy,56,478,3
0ca7288b551d6863ade0cca0248bbcbe6e600fe0,0ca7288b551d6863ade0cca0248bbcbe6e600fe0_inquietanti_ba1bbebe-fd0b-41d8-9e3d-1960402fc6d6.jpg_7_3_4_3.npy,89,478,3
0ca7288b551d6863ade0cca0248bbcbe6e600fe0,0ca7288b551d6863ade0cca0248bbcbe6e600fe0_inquietanti_c7c96ca8-eb68-4e44-a59e-84fb31f24b35.jpg_8_2_4_3.npy,81,478,3
0ca7288b551d6863ade0cca0248bbcbe6e600fe0,0ca7288b551d6863ade0cca0248bbcbe6e600fe0_inquietanti_cad71212-925f-4492-9ddf-df330ea47e70.jpg_8_3_3_2.npy,55,478,3
0ca7288b551d6863ade0cca0248bbcbe6e600fe0,0ca7288b551d6863ade0cca0248bbcbe6e600fe0_inquietanti_cd81955f-6297-4a32-80e1-8ca0cbf4b593.jpg_7_2_3_3.npy,102,478,3
0ca7288b551d6863ade0cca0248bbcbe6e600fe0,0ca7288b551d6863ade0cca0248bbcbe6e600fe0_inquietanti_e61f166c-a847-49a1-b3c0-39942e8d40e7.jpg_7_6_4_3.npy,53,478,3
0ca7288b551d6863ade0cca0248bbcbe6e600fe0,0ca7288b551d6863ade0cca0248bbcbe6e600fe0_inquietanti_ee64f310-fff0-4f46-b4de-6576a79a09aa.jpg_6_4_2_2.npy,54,478,3
0ca7288b551d6863ade0cca0248bbcbe6e600fe0,0ca7288b551d6863ade0cca0248bbcbe6e600fe0_inquietanti_ee8e9359-fe07-49b8-84e6-4cb03df3bdd3.jpg_8_7_4_3.npy,82,478,3
0ca7288b551d6863ade0cca0248bbcbe6e600fe0,0ca7288b551d6863ade0cca0248bbcbe6e600fe0_inquietanti_f0936a4f-4ede-4f1a-b103-f11ba41d4b8d.jpg_9_2_4_3.npy,44,478,3
0ca7288b551d6863ade0cca0248bbcbe6e600fe0,0ca7288b551d6863ade0cca0248bbcbe6e600fe0_neutre_03179aae-d57e-4378-9f06-7880b38d765e.jpg_8_8_5_3.npy,55,478,3
0ca7288b551d6863ade0cca0248bbcbe6e600fe0,0ca7288b551d6863ade0cca0248bbcbe6e600fe0_neutre_03c547d9-f109-4e0f-91e8-c45102327d08.jpg_5_5_2_1.npy,67,478,3
0ca7288b551d6863ade0cca0248bbcbe6e600fe0,0ca7288b551d6863ade0cca0248bbcbe6e600fe0_neutre_07f96b48-2b8e-4b1d-a450-559f2334b84d.jpg_7_8_4_3.npy,108,478,3
0ca7288b551d6863ade0cca0248bbcbe6e600fe0,0ca7288b551d6863ade0cca0248bbcbe6e600fe0_neutre_0bed6ad6-1345-4b1c-9ba7-1a060a33a3cf.jpg_7_7_4_3.npy,76,478,3
0ca7288b551d6863ade0cca0248bbcbe6e600fe0,0ca7288b551d6863ade0cca0248bbcbe6e600fe0_neutre_1c18eae3-e012-4032-873b-db6b9f3c30d9.jpg_4_4_2_1.npy,52,478,3
0ca7288b551d6863ade0cca0248bbcbe6e600fe0,0ca7288b551d6863ade0cca0248bbcbe6e600fe0_neutre_24a050ea-a97d-4caf-a652-0feb7136948c.jpg_5_5_3_2.npy,48,478,3
0ca7288b551d6863ade0cca0248bbcbe6e600fe0,0ca7288b551d6863ade0cca0248bbcbe6e600fe0_neutre_3ea5a77f-6bba-4b7a-8563-f03552e1d399.jpg_3_5_3_2.npy,54,478,3
0ca7288b551d6863ade0cca0248bbcbe6e600fe0,0ca7288b551d6863ade0cca0248bbcbe6e600fe0_neutre_4277c83d-63fc-4a10-bbf8-10a7fe617b59.jpg_4_3_2_2.npy,119,478,3
0ca7288b551d6863ade0cca0248bbcbe6e600fe0,0ca7288b551d6863ade0cca0248bbcbe6e600fe0_neutre_4856fe76-270e-4720-acc3-1c2bfb1e38ae.jpg_1_1_1_1.npy,57,478,3
0ca7288b551d6863ade0cca0248bbcbe6e600fe0,0ca7288b551d6863ade0cca0248bbcbe6e600fe0_neutre_5264cb3e-4598-41f3-a0ff-eddbb9583381.jpg_2_5_3_2.npy,56,478,3
0ca7288b551d6863ade0cca0248bbcbe6e600fe0,0ca7288b551d6863ade0cca0248bbcbe6e600fe0_neutre_5f9491d1-69cf-4779-9bb4-9de4e5f4116f.jpg_5_5_2_1.npy,76,478,3
0ca7288b551d6863ade0cca0248bbcbe6e600fe0,0ca7288b551d6863ade0cca0248bbcbe6e600fe0_neutre_6bc30f7b-26a7-4dd3-a99c-ee48e1656478.jpg_6_3_3_1.npy,56,478,3
0ca7288b551d6863ade0cca0248bbcbe6e600fe0,0ca7288b551d6863ade0cca0248bbcbe6e600fe0_neutre_7289da0b-9811-490d-b829-9f23083fedb0.jpg_3_5_3_2.npy,53,478,3
0ca7288b551d6863ade0cca0248bbcbe6e600fe0,0ca7288b551d6863ade0cca0248bbcbe6e600fe0_neutre_7da731d0-f26e-4974-b661-da7cfada6fbc.jpg_5_6_4_3.npy,74,478,3
0ca7288b551d6863ade0cca0248bbcbe6e600fe0,0ca7288b551d6863ade0cca0248bbcbe6e600fe0_neutre_819dfb75-19c1-485e-993e-79a2db95c683.jpg_5_7_4_3.npy,80,478,3
0ca7288b551d6863ade0cca0248bbcbe6e600fe0,0ca7288b551d6863ade0cca0248bbcbe6e600fe0_neutre_934017c5-ae52-4fdb-8ece-89c997b454d1.jpg_5_5_3_2.npy,74,478,3
0ca7288b551d6863ade0cca0248bbcbe6e600fe0,0ca7288b551d6863ade0cca0248bbcbe6e600fe0_neutre_9badd20f-a013-48f0-adb9-6167585d94dc.jpg_2_3_3_2.npy,49,478,3
0ca7288b551d6863ade0cca0248bbcbe6e600fe0,0ca7288b551d6863ade0cca0248bbcbe6e600fe0_neutre_9e400c09-d32b-4241-9f33-c9d2a99cb77d.jpg_1_3_3_2.npy,47,478,3
0ca7288b551d6863ade0cca0248bbcbe6e600fe0,0ca7288b551d6863ade0cca0248bbcbe6e600fe0_neutre_a0f54059-db85-4a6c-9ce9-0535d44d2654.jpg_3_5_2_2.npy,84,478,3
0ca7288b551d6863ade0cca0248bbcbe6e600fe0,0ca7288b551d6863ade0cca0248bbcbe6e600fe0_neutre_a17b2f61-a9a8-49f3-8f63-69e2d5b5391a.jpg_5_5_2_2.npy,70,478,3
0ca7288b551d6863ade0cca0248bbcbe6e600fe0,0ca7288b551d6863ade0cca0248bbcbe6e600fe0_neutre_a29122cc-7aae-42bf-ae6c-37c7a48a0d14.jpg_5_5_3_2.npy,55,478,3
0ca7288b551d6863ade0cca0248bbcbe6e600fe0,0ca7288b551d6863ade0cca0248bbcbe6e600fe0_neutre_aa9a838b-8a7f-44ec-9164-acb04f98c5b5.jpg_2_3_2_2.npy,105,478,3
0ca7288b551d6863ade0cca0248bbcbe6e600fe0,0ca7288b551d6863ade0cca0248bbcbe6e600fe0_neutre_ad2dd4c1-3c74-4a71-b50b-b885702e02fb.jpg_2_2_1_1.npy,56,478,3
0ca7288b551d6863ade0cca0248bbcbe6e600fe0,0ca7288b551d6863ade0cca0248bbcbe6e600fe0_neutre_c53ff11f-0840-44f3-8e5f-21ca72855edf.jpg_5_5_3_2.npy,56,478,3
0ca7288b551d6863ade0cca0248bbcbe6e600fe0,0ca7288b551d6863ade0cca0248bbcbe6e600fe0_neutre_c622bb1c-876b-496b-ba30-2802ad5313a5.jpg_7_6_3_2.npy,57,478,3
0ca7288b551d6863ade0cca0248bbcbe6e600fe0,0ca7288b551d6863ade0cca0248bbcbe6e600fe0_neutre_c66f1162-9ce0-476c-9b27-405732244d9c.jpg_5_5_2_1.npy,85,478,3
0ca7288b551d6863ade0cca0248bbcbe6e600fe0,0ca7288b551d6863ade0cca0248bbcbe6e600fe0_neutre_d6e947dd-d5cf-4885-83b5-3faec2e84e1a.jpg_5_6_4_3.npy,71,478,3
0ca7288b551d6863ade0cca0248bbcbe6e600fe0,0ca7288b551d6863ade0cca0248bbcbe6e600fe0_neutre_e4a130a6-9d5a-4250-9ef7-7457daff1dd1.jpg_5_5_3_2.npy,96,478,3
0ca7288b551d6863ade0cca0248bbcbe6e600fe0,0ca7288b551d6863ade0cca0248bbcbe6e600fe0_neutre_e7fb0d77-a928-4ce0-af2c-bd984ed6d37a.jpg_2_2_1_2.npy,49,478,3
0ca7288b551d6863ade0cca0248bbcbe6e600fe0,0ca7288b551d6863ade0cca0248bbcbe6e600fe0_neutre_f5ec42c2-0762-4d0b-a290-4c371dcfaebe.jpg_5_5_3_3.npy,88,478,3
0ca7288b551d6863ade0cca0248bbcbe6e600fe0,0ca7288b551d6863ade0cca0248bbcbe6e600fe0_neutre_f99ae194-c280-4495-a4be-867aae24a0f0.jpg_4_4_3_2.npy,76,478,3
0ca7288b551d6863ade0cca0248bbcbe6e600fe0,0ca7288b551d6863ade0cca0248bbcbe6e600fe0_neutre_f9e1feaf-67ee-4661-b0bb-0509f5fe62d0.jpg_3_6_3_2.npy,57,478,3
0ca7288b551d6863ade0cca0248bbcbe6e600fe0,0ca7288b551d6863ade0cca0248bbcbe6e600fe0_neutre_fe231a43-2948-4750-b7dc-9da5c9577923.jpg_6_5_3_2.npy,34,478,3
0ca7288b551d6863ade0cca0248bbcbe6e600fe0,0ca7288b551d6863ade0cca0248bbcbe6e600fe0_serene_09ac3973-27e9-4a70-8961-6aa3cde27195.jpg_3_5_3_2.npy,55,478,3
0ca7288b551d6863ade0cca0248bbcbe6e600fe0,0ca7288b551d6863ade0cca0248bbcbe6e600fe0_serene_17bab1bb-e665-4136-8c6a-9507bc09ce62.jpg_5_8_5_3.npy,69,478,3
0ca7288b551d6863ade0cca0248bbcbe6e600fe0,0ca7288b551d6863ade0cca0248bbcbe6e600fe0_serene_260f7d68-697b-45f0-9499-b75ba57843a0.jpg_7_8_4_3.npy,93,478,3
0ca7288b551d6863ade0cca0248bbcbe6e600fe0,0ca7288b551d6863ade0cca0248bbcbe6e600fe0_serene_283e2999-f591-4be4-9620-c69fec4f26a7.jpg_5_5_3_3.npy,95,478,3
0ca7288b551d6863ade0cca0248bbcbe6e600fe0,0ca7288b551d6863ade0cca0248bbcbe6e600fe0_serene_3252681f-bfa4-4da9-b639-02b45a60bc5e.jpg_7_6_4_3.npy,59,478,3
0ca7288b551d6863ade0cca0248bbcbe6e600fe0,0ca7288b551d6863ade0cca0248bbcbe6e600fe0_serene_358e538d-3359-4822-a246-8058efaa21fa.jpg_5_5_3_2.npy,60,478,3
0ca7288b551d6863ade0cca0248bbcbe6e600fe0,0ca7288b551d6863ade0cca0248bbcbe6e600fe0_serene_3fa7ba62-0f18-41a5-8fe5-6bf13ffc91e7.jpg_8_8_5_3.npy,56,478,3
0ca7288b551d6863ade0cca0248bbcbe6e600fe0,0ca7288b551d6863ade0cca0248bbcbe6e600fe0_serene_562dd88e-aed5-475e-8e5d-6362f745d925.jpg_5_7_4_3.npy,54,478,3
0ca7288b551d6863ade0cca0248bbcbe6e600fe0,0ca7288b551d6863ade0cca0248bbcbe6e600fe0_serene_5a43dc93-8068-4b8b-87ef-7496e5a3c779.jpg_5_8_5_3.npy,92,478,3
0ca7288b551d6863ade0cca0248bbcbe6e600fe0,0ca7288b551d6863ade0cca0248bbcbe6e600fe0_serene_5f47fbf5-4bc1-4d68-a3d6-52d552e012ca.jpg_5_6_3_2.npy,56,478,3
0ca7288b551d6863ade0cca0248bbcbe6e600fe0,0ca7288b551d6863ade0cca0248bbcbe6e600fe0_serene_6fbbd655-3918-4493-83c5-3188ba9215bf.jpg_7_6_3_3.npy,81,478,3
0ca7288b551d6863ade0cca0248bbcbe6e600fe0,0ca7288b551d6863ade0cca0248bbcbe6e600fe0_serene_7d14a15a-a89d-4779-8b33-86a2e9eb1e7c.jpg_9_9_5_3.npy,96,478,3
0ca7288b551d6863ade0cca0248bbcbe6e600fe0,0ca7288b551d6863ade0cca0248bbcbe6e600fe0_serene_8cc2826a-7257-49d8-b739-74c20f10d293.jpg_5_5_3_1.npy,87,478,3
0ca7288b551d6863ade0cca0248bbcbe6e600fe0,0ca7288b551d6863ade0cca0248bbcbe6e600fe0_serene_95258943-7db4-4b5c-95a9-8efd929f92ca.jpg_6_6_4_3.npy,54,478,3
0ca7288b551d6863ade0cca0248bbcbe6e600fe0,0ca7288b551d6863ade0cca0248bbcbe6e600fe0_serene_967f544b-331c-44a8-ae82-006daffeb27e.jpg_8_9_5_3.npy,61,478,3
0ca7288b551d6863ade0cca0248bbcbe6e600fe0,0ca7288b551d6863ade0cca0248bbcbe6e600fe0_serene_9cfcacbf-4da9-49a2-bef5-6eb3d1c07488.jpg_7_7_4_3.npy,80,478,3
0ca7288b551d6863ade0cca0248bbcbe6e600fe0,0ca7288b551d6863ade0cca0248bbcbe6e600fe0_serene_a5b91fdb-91ad-4e2b-818c-aa10699e2814.jpg_7_8_4_3.npy,50,478,3
0ca7288b551d6863ade0cca0248bbcbe6e600fe0,0ca7288b551d6863ade0cca0248bbcbe6e600fe0_serene_a5d78a48-98a0-4402-b901-cb2638ae69f1.jpg_5_7_4_3.npy,45,478,3
0ca7288b551d6863ade0cca0248bbcbe6e600fe0,0ca7288b551d6863ade0cca0248bbcbe6e600fe0_serene_a8fcf6f2-8246-4a80-9efb-dde87a367333.jpg_5_5_3_2.npy,55,478,3
0ca7288b551d6863ade0cca0248bbcbe6e600fe0,0ca7288b551d6863ade0cca0248bbcbe6e600fe0_serene_b5b61813-0726-44c0-9eca-9211a68ae3ba.jpg_7_7_4_3.npy,38,478,3
0ca7288b551d6863ade0cca0248bbcbe6e600fe0,0ca7288b551d6863ade0cca0248bbcbe6e600fe0_serene_bac3bba0-0277-44d8-b688-2f9f14cacdb6.jpg_5_5_2_2.npy,81,478,3
0ca7288b551d6863ade0cca0248bbcbe6e600fe0,0ca7288b551d6863ade0cca0248bbcbe6e600fe0_serene_c025cdc5-8389-473d-8982-dffe1a9ce661.jpg_5_7_4_3.npy,58,478,3
0ca7288b551d6863ade0cca0248bbcbe6e600fe0,0ca7288b551d6863ade0cca0248bbcbe6e600fe0_serene_c39da22a-3881-4b92-99de-e646f8d1c7cc.jpg_5_8_4_3.npy,55,478,3
0ca7288b551d6863ade0cca0248bbcbe6e600fe0,0ca7288b551d6863ade0cca0248bbcbe6e600fe0_serene_d0336d38-5e4f-44c6-a8b6-f73208904fbe.jpg_6_8_5_3.npy,70,478,3
0ca7288b551d6863ade0cca0248bbcbe6e600fe0,0ca7288b551d6863ade0cca0248bbcbe6e600fe0_serene_d9821e1b-5526-4145-9d58-958c1c47d6c4.jpg_8_8_5_3.npy,59,478,3
0ca7288b551d6863ade0cca0248bbcbe6e600fe0,0ca7288b551d6863ade0cca0248bbcbe6e600fe0_serene_dec30bde-71bd-4344-a4d4-34c6e721bec3.jpg_9_9_5_3.npy,97,478,3
0ca7288b551d6863ade0cca0248bbcbe6e600fe0,0ca7288b551d6863ade0cca0248bbcbe6e600fe0_serene_e2d1edf8-419c-45bf-8a59-0933c923e484.jpg_7_8_5_3.npy,108,478,3
0ca7288b551d6863ade0cca0248bbcbe6e600fe0,0ca7288b551d6863ade0cca0248bbcbe6e600fe0_serene_e353a8aa-4a9f-452a-b24d-44d58c723882.jpg_9_8_5_3.npy,62,478,3
0ca7288b551d6863ade0cca0248bbcbe6e600fe0,0ca7288b551d6863ade0cca0248bbcbe6e600fe0_serene_e6732706-c811-46ca-a051-f6d321cb27db.jpg_5_7_4_3.npy,57,478,3
0ca7288b551d6863ade0cca0248bbcbe6e600fe0,0ca7288b551d6863ade0cca0248bbcbe6e600fe0_serene_f44c9cdd-53aa-46e7-afc2-6a1927cfdf89.jpg_7_7_4_3.npy,55,478,3
0ca7288b551d6863ade0cca0248bbcbe6e600fe0,0ca7288b551d6863ade0cca0248bbcbe6e600fe0_serene_f9b096c2-fb98-4486-9f47-ce943f7540e7.jpg_8_8_4_3.npy,99,478,3
0ca7288b551d6863ade0cca0248bbcbe6e600fe0,0ca7288b551d6863ade0cca0248bbcbe6e600fe0_serene_fb6c50e1-2602-4120-addd-06e2358a5bd8.jpg_5_8_4_3.npy,55,478,3
0ca7288b551d6863ade0cca0248bbcbe6e600fe0,0ca7288b551d6863ade0cca0248bbcbe6e600fe0_serene_ff7fa3e6-bb84-463c-9174-308615be7988.jpg_5_6_4_3.npy,60,478,3
0d890ad3184ded354855c291be64a07fe2e378fc,0d890ad3184ded354855c291be64a07fe2e378fc_inquietanti_04504f6d-bd2b-44d5-842f-e9e7b2d95d6e.jpg_1_1_2_1.npy,130,478,3
0d890ad3184ded354855c291be64a07fe2e378fc,0d890ad3184ded354855c291be64a07fe2e378fc_inquietanti_07fbbb3c-26fa-41f2-a461-9a48601fc48a.jpg_3_2_1_3.npy,130,478,3
0d890ad3184ded354855c291be64a07fe2e378fc,0d890ad3184ded354855c291be64a07fe2e378fc_inquietanti_14aeb0ec-d858-46a3-b70c-5c4affefdce5.jpg_1_1_1_1.npy,119,478,3
0d890ad3184ded354855c291be64a07fe2e378fc,0d890ad3184ded354855c291be64a07fe2e378fc_inquietanti_2ab300cc-0efa-4682-8d2d-a2cb20dad16d.jpg_1_1_1_1.npy,126,478,3
0d890ad3184ded354855c291be64a07fe2e378fc,0d890ad3184ded354855c291be64a07fe2e378fc_inquietanti_2c814275-a3cd-4629-ba63-8bec1aa3a39a.jpg_3_2_2_3.npy,125,478,3
0d890ad3184ded354855c291be64a07fe2e378fc,0d890ad3184ded354855c291be64a07fe2e378fc_inquietanti_332df050-53fa-4fde-bb43-3ae63a208ac9.jpg_1_1_1_1.npy,121,478,3
0d890ad3184ded354855c291be64a07fe2e378fc,0d890ad3184ded354855c291be64a07fe2e378fc_inquietanti_3ee3d17f-278c-475d-866b-1dd6af54a3ae.jpg_2_2_2_2.npy,122,478,3
0d890ad3184ded354855c291be64a07fe2e378fc,0d890ad3184ded354855c291be64a07fe2e378fc_inquietanti_48881c9e-c440-4050-a886-c718bc67939b.jpg_2_1_1_1.npy,125,478,3
0d890ad3184ded354855c291be64a07fe2e378fc,0d890ad3184ded354855c291be64a07fe2e378fc_inquietanti_4a2546df-00a4-4b5c-8749-4e54b19037f7.jpg_6_4_2_1.npy,119,478,3
0d890ad3184ded354855c291be64a07fe2e378fc,0d890ad3184ded354855c291be64a07fe2e378fc_inquietanti_57405d79-0a3e-43a4-837e-076851a4edb3.jpg_4_3_2_2.npy,127,478,3
0d890ad3184ded354855c291be64a07fe2e378fc,0d890ad3184ded354855c291be64a07fe2e378fc_inquietanti_5d6dabd6-d45b-4f58-8138-50977c6c904e.jpg_3_2_1_3.npy,120,478,3
0d890ad3184ded354855c291be64a07fe2e378fc,0d890ad3184ded354855c291be64a07fe2e378fc_inquietanti_67b31071-9cff-47a7-8b62-02130337c660.jpg_2_1_1_3.npy,121,478,3
0d890ad3184ded354855c291be64a07fe2e378fc,0d890ad3184ded354855c291be64a07fe2e378fc_inquietanti_75c9ea0e-3ecc-48aa-b9b0-2438397b9db6.jpg_1_1_1_1.npy,122,478,3
0d890ad3184ded354855c291be64a07fe2e378fc,0d890ad3184ded354855c291be64a07fe2e378fc_inquietanti_7de7110e-8b3d-47a0-8247-e3caf4f3fbd9.jpg_2_1_5_3.npy,128,478,3
0d890ad3184ded354855c291be64a07fe2e378fc,0d890ad3184ded354855c291be64a07fe2e378fc_inquietanti_87a26e34-1371-4b9c-a27b-aecf5880f9d8.jpg_2_2_1_1.npy,128,478,3
0d890ad3184ded354855c291be64a07fe2e378fc,0d890ad3184ded354855c291be64a07fe2e378fc_inquietanti_8ae7ee50-92b1-410e-bbbe-1449cb685a7a.jpg_1_1_1_1.npy,127,478,3
0d890ad3184ded354855c291be64a07fe2e378fc,0d890ad3184ded354855c291be64a07fe2e378fc_inquietanti_8cbec4a7-af8a-4fb9-9a6b-804538ebf16b.jpg_1_1_1_1.npy,127,478,3
0d890ad3184ded354855c291be64a07fe2e378fc,0d890ad3184ded354855c291be64a07fe2e378fc_inquietanti_9340b93b-b399-47f4-97aa-4edbf6a9d45c.jpg_1_1_1_1.npy,127,478,3
0d890ad3184ded354855c291be64a07fe2e378fc,0d890ad3184ded354855c291be64a07fe2e378fc_inquietanti_93bad639-314f-4d2e-9f25-3430312e6da7.jpg_1_1_1_1.npy,121,478,3
0d890ad3184ded354855c291be64a07fe2e378fc,0d890ad3184ded354855c291be64a07fe2e378fc_inquietanti_a235a9db-1374-433c-86fd-e588b42c7ec4.jpg_3_3_2_3.npy,130,478,3
0d890ad3184ded354855c291be64a07fe2e378fc,0d890ad3184ded354855c291be64a07fe2e378fc_inquietanti_a26925e4-4a59-4adb-985b-fbadd8eae642.jpg_5_5_3_2.npy,122,478,3
0d890ad3184ded354855c291be64a07fe2e378fc,0d890ad3184ded354855c291be64a07fe2e378fc_inquietanti_a320e4fb-7360-4dab-bb3b-8dc797d902c8.jpg_2_1_1_1.npy,113,478,3
0d890ad3184ded354855c291be64a07fe2e378fc,0d890ad3184ded354855c291be64a07fe2e378fc_inquietanti_aa3d8e9f-7c1a-4a0e-be47-4a9766592c15.jpg_5_3_1_1.npy,99,478,3
0d890ad3184ded354855c291be64a07fe2e378fc,0d890ad3184ded354855c291be64a07fe2e378fc_inquietanti_aa5782ae-4e73-4ebf-8448-617a9f511888.jpg_1_1_1_1.npy,126,478,3
0d890ad3184ded354855c291be64a07fe2e378fc,0d890ad3184ded354855c291be64a07fe2e378fc_inquietanti_b7101749-60cb-4dd1-9f5b-ab457ee627c7.jpg_2_1_1_3.npy,123,478,3
0d890ad3184ded354855c291be64a07fe2e378fc,0d890ad3184ded354855c291be64a07fe2e378fc_inquietanti_ba1bbebe-fd0b-41d8-9e3d-1960402fc6d6.jpg_1_1_1_1.npy,129,478,3
0d890ad3184ded354855c291be64a07fe2e378fc,0d890ad3184ded354855c291be64a07fe2e378fc_inquietanti_c7c96ca8-eb68-4e44-a59e-84fb31f24b35.jpg_1_2_1_1.npy,125,478,3
0d890ad3184ded354855c291be64a07fe2e378fc,0d890ad3184ded354855c291be64a07fe2e378fc_inquietanti_cad71212-925f-4492-9ddf-df330ea47e70.jpg_1_2_1_1.npy,122,478,3
